G tract found at positions:
34407, 34589, +
34603, 34625, +
34637, 34731, +
34740, 35060, +
35065, 35122, +
35125, 35188, +
35194, 35282, +
35287, 35360, +
35362, 35402, +
35405, 35559, +
35575, 35794, +
35847, 35878, +
35890, 35924, +
35925, 35954, +
35965, 36013, +
36017, 36053, +
36062, 36086, +
36094, 36302, +
36306, 36426, +
36435, 36467, +
36469, 36500, +
36549, 36855, +
36859, 36966, +
36980, 37146, +
37149, 37529, +
37531, 37610, +
37681, 37712, +
37746, 37820, +
37861, 37898, +
37905, 37934, +
37936, 38184, +
38190, 38234, +
38239, 38399, +
38402, 38450, +
38453, 38653, +
38671, 38711, +
38753, 39011, +
39016, 39093, +
39163, 39321, +
39325, 39366, +
39370, 39414, +
39456, 39482, +
39488, 39990, +
39997, 40021, +
40054, 40133, +
40146, 40187, +
40197, 40235, +
40254, 40280, +
40284, 40304, +
40324, 40352, +
40359, 40424, +
40428, 40446, +
40459, 40513, +
40525, 40589, +
40590, 40619, +
40652, 40685, +
40705, 40752, +
40774, 40835, +
40864, 40886, +
40891, 40940, +
40945, 41023, +
41041, 41167, +
41197, 41368, +
41381, 41452, +
41460, 41493, +
41515, 41629, +
41635, 41655, +
41660, 41697, +
41699, 41709, +
41724, 41992, +
41998, 42050, +
42052, 42065, +
42072, 42158, +
42160, 42197, +
42199, 42260, +
42261, 42280, +
42303, 42458, +
42466, 42523, +
42527, 42584, +
42586, 42620, +
42622, 42659, +
42661, 42682, +
42685, 42716, +
42737, 42773, +
42795, 42901, +
42904, 42937, +
42940, 43090, +
43091, 43109, +
43121, 43145, +
43151, 43198, +
43207, 43243, +
43247, 43257, +
43263, 44352, +
44362, 44383, +
44388, 44435, +
44443, 44482, +
44486, 44665, +
44679, 44694, +
44702, 44762, +
44769, 44875, +
44884, 44908, +
44913, 45081, +
45086, 45133, +
45138, 45180, +
45235, 45296, +
45301, 45336, +
45341, 45400, +
45438, 45469, +
45472, 45835, +
45849, 45938, +
45942, 45979, +
45982, 46018, +
46040, 46136, +
46143, 46497, +
46501, 46548, +
46550, 46601, +
46602, 46628, +
46638, 46674, +
46686, 46701, +
46713, 46769, +
46800, 46858, +
46860, 46891, +
46895, 46912, +
46928, 47133, +
47158, 47243, +
47250, 47306, +
47320, 47355, +
47359, 47382, +
47384, 47434, +
47447, 47800, +
47804, 47823, +
47863, 47903, +
47956, 47981, +
48001, 48044, +
48049, 48097, +
48102, 48165, +
48178, 48229, +
48238, 48288, +
48305, 48342, +
48347, 48397, +
48403, 48449, +
48461, 48495, +
48508, 48597, +
48613, 48647, +
48697, 48722, +
48728, 48757, +
48763, 48822, +
48833, 48877, +
48886, 48932, +
48935, 48953, +
48958, 82625, +
82672, 82698, +
82699, 82712, +
82733, 82772, +
82777, 82797, +
82809, 82842, +
82852, 82869, +
82872, 82922, +
82930, 83040, +
83043, 83163, +
83167, 83184, +
83204, 83226, +
83228, 83255, +
83263, 83284, +
83285, 83303, +
83308, 83347, +
83360, 83381, +
83383, 83402, +
83405, 83453, +
83455, 83505, +
83524, 83565, +
83580, 83812, +
83816, 83864, +
83872, 83898, +
83922, 83963, +
84001, 84042, +
84060, 84098, +
84100, 84138, +
84139, 84171, +
84184, 84288, +
84292, 84332, +
84343, 84401, +
84412, 84449, +
84460, 84488, +
84517, 84714, +
84730, 84794, +
84805, 84853, +
84856, 84904, +
84913, 84935, +
84946, 84971, +
84985, 85025, +
85030, 85059, +
85066, 85087, +
85117, 85142, +
85195, 85226, +
85230, 85294, +
85302, 85333, +
85341, 85472, +
85482, 85546, +
85549, 85568, +
85585, 85733, +
85739, 85940, +
85947, 85984, +
85993, 86021, +
86025, 86048, +
86052, 86073, +
86075, 86116, +
86131, 86307, +
86308, 86400, +
86413, 86618, +
86626, 86635, +
86641, 86662, +
86670, 104458, +
104462, 104526, +
104535, 104557, +
104558, 104605, +
104619, 104638, +
104643, 104655, +
104658, 104682, +
104684, 104770, +
104777, 104821, +
104831, 104848, +
104861, 104913, +
104924, 104958, +
105001, 106782, +
106799, 106900, +
106903, 106986, +
106989, 107011, +
107020, 107079, +
107081, 107126, +
107131, 107231, +
107238, 107264, +
107284, 107314, +
107342, 107539, +
107574, 107632, +
107638, 107669, +
107677, 107756, +
107768, 107812, +
107824, 107899, +
107909, 107966, +
107976, 108068, +
108090, 108213, +
108224, 108268, +
108283, 108324, +
108341, 108359, +
108365, 108408, +
108423, 110249, +
110278, 110307, +
110311, 110350, +
110354, 110389, +
110397, 110487, +
110489, 110517, +
110527, 117575, +
117585, 117628, +
117634, 117653, +
117654, 117671, +
117684, 117717, +
117718, 117750, +
117766, 117791, +
117794, 117822, +
117824, 117843, +
117848, 117958, +
117974, 118003, +
118019, 118057, +
118063, 118086, +
118088, 118119, +
118120, 118146, +
118154, 118190, +
118199, 118227, +
118234, 118305, +
118311, 118371, +
118392, 118521, +
118523, 118560, +
118561, 118794, +
118807, 118842, +
118854, 118974, +
118980, 119040, +
119048, 119064, +
119072, 119097, +
119103, 119117, +
119128, 119202, +
119260, 122054, +
122080, 122123, +
122143, 122175, +
122184, 122230, +
122236, 122264, +
122269, 122298, +
122306, 122384, +
122450, 122635, +
122639, 122659, +
122683, 122741, +
122761, 122793, +
122823, 122927, +
122931, 123260, +
123267, 123310, +
123321, 123340, +
123354, 123412, +
123423, 123508, +
123517, 123575, +
123585, 123620, +
123625, 123656, +
123658, 123684, +
123699, 123724, +
123730, 123776, +
123791, 123834, +
123847, 124107, +
124129, 124155, +
124165, 124196, +
124198, 124250, +
124255, 124686, +
124702, 125010, +
125042, 125071, +
125075, 125155, +
125159, 125183, +
125186, 125205, +
125212, 125233, +
125239, 125652, +
125661, 125748, +
125767, 125804, +
125810, 125838, +
125848, 127818, +
127837, 127878, +
127884, 127922, +
127926, 127983, +
127986, 128033, +
128045, 128080, +
128082, 128194, +
128207, 128227, +
128237, 128266, +
128275, 128363, +
128366, 128441, +
128445, 128641, +
128647, 128686, +
128691, 128714, +
128726, 129678, +
129681, 129717, +
129732, 129780, +
129785, 129937, +
129948, 129998, +
130004, 130025, +
130029, 130071, +
130080, 130142, +
130184, 130345, +
130399, 130533, +
130583, 130639, +
130644, 130695, +
130711, 130822, +
130838, 130876, +
130877, 131949, +
131951, 131996, +
132000, 132019, +
132024, 132037, +
132042, 132067, +
132072, 132085, +
132089, 132173, +
132177, 132189, +
132195, 132217, +
132219, 132229, +
132234, 132253, +
132255, 132603, +
132606, 132616, +
132618, 132677, +
132684, 132700, +
132702, 132717, +
132734, 132748, +
132750, 132775, +
132777, 132792, +
132801, 132814, +
132819, 132832, +
132843, 132873, +
132894, 132922, +
132935, 133001, +
133011, 133053, +
133068, 133085, +
133104, 133118, +
133121, 133167, +
133193, 133327, +
133337, 133355, +
133360, 133392, +
133395, 133434, +
133439, 133452, +
133453, 133598, +
133601, 133620, +
133645, 133858, +
133872, 133908, +
133934, 134001, +
134004, 134021, +
134026, 134044, +
134061, 134104, +
134106, 134125, +
134127, 134330, +
134335, 134375, +
134377, 134444, +
134450, 139414, +
139416, 139489, +
139493, 139522, +
139526, 139565, +
139569, 139609, +
139626, 139680, +
139681, 139769, +
139776, 139840, +
139845, 139935, +
139946, 140024, +
140035, 140233, +
140256, 140304, +
140331, 140477, +
140486, 140551, +
140554, 140583, +
140587, 140637, +
140660, 140713, +
140715, 140731, +
140774, 140805, +
140816, 140835, +
140840, 140893, +
140913, 141129, +
141133, 141151, +
141170, 141191, +
141193, 141233, +
141241, 141302, +
141350, 141388, +
141391, 141409, +
141436, 141452, +
141456, 141481, +
141485, 141521, +
141529, 141560, +
141576, 141674, +
141688, 141731, +
141732, 141754, +
141775, 141809, +
141838, 141893, +
141895, 141934, +
141939, 142041, +
142045, 142212, +
142237, 142286, +
142287, 142370, +
142387, 143625, +
143628, 143664, +
143673, 143709, +
143723, 143743, +
143753, 143788, +
143802, 143829, +
143838, 143878, +
143894, 145181, +
145191, 145244, +
145247, 145279, +
145281, 145315, +
145330, 145372, +
145392, 145430, +
145434, 145447, +
145485, 145516, +
145518, 145549, +
145555, 145685, +
145695, 145994, +
146019, 146071, +
146089, 146797, +
146821, 146865, +
146876, 147488, +
147498, 147562, +
147592, 147620, +
147631, 147662, +
147679, 147749, +
147766, 147794, +
147797, 147821, +
147830, 147875, +
147885, 147912, +
147923, 147967, +
147976, 148007, +
148013, 148064, +
148078, 148276, +
148283, 148304, +
148309, 148442, +
148457, 148478, +
148486, 148503, +
148508, 148529, +
148533, 148643, +
148648, 149202, +
149205, 149291, +
149299, 149407, +
149418, 149443, +
149500, 149509, +
149511, 149591, +
149596, 149629, +
149652, 149677, +
149679, 149713, +
149721, 149743, +
149776, 149797, +
149805, 149854, +
149862, 149923, +
149926, 199365, +
199376, 199474, +
199476, 199499, +
199521, 199704, +
199716, 199727, +
199728, 199760, +
199768, 199798, +
199826, 199862, +
199863, 199878, +
199907, 199940, +
199957, 200007, +
200017, 200069, +
200070, 200231, +
200236, 200406, +
200411, 200480, +
200486, 200528, +
200557, 200593, +
200611, 200640, +
200645, 200684, +
200692, 200750, +
200785, 200814, +
200856, 200877, +
200881, 200920, +
200943, 201010, +
201061, 201094, +
201101, 201140, +
201154, 201200, +
201240, 201379, +
201390, 201464, +
201465, 201529, +
201537, 201571, +
201585, 201649, +
201650, 201751, +
201762, 201793, +
201814, 201865, +
201870, 202053, +
202056, 202096, +
202098, 202119, +
202150, 202177, +
202185, 202249, +
202257, 202397, +
202402, 202681, +
202688, 202734, +
202763, 202809, +
202816, 202849, +
202859, 202896, +
202904, 202954, +
202976, 204060, +
204079, 204112, +
204115, 205023, +
205051, 205107, +
205136, 205203, +
205210, 205303, +
205307, 205343, +
205359, 205396, +
205414, 205459, +
205515, 205543, +
205563, 205601, +
205617, 205730, +
205732, 205865, +
205883, 206144, +
206169, 206223, +
206225, 206263, +
206286, 206311, +
206340, 206588, +
206592, 206693, +
206697, 206747, +
206750, 206770, +
206810, 206823, +
206825, 206848, +
206862, 206880, +
206882, 206905, +
206913, 206951, +
206962, 206978, +
206985, 207016, +
207018, 207060, +
207083, 207111, +
207122, 207147, +
207155, 207199, +
207206, 207285, +
207287, 207327, +
207329, 207363, +
207378, 207402, +
207407, 207458, +
207460, 207507, +
207519, 207561, +
207571, 207593, +
207601, 207625, +
207627, 207679, +
207701, 207729, +
207735, 207848, +
207855, 207919, +
207925, 207947, +
207949, 207962, +
207964, 207995, +
208003, 208060, +
208061, 208126, +
208138, 208184, +
208195, 208334, +
208355, 208690, +
208707, 208885, +
208887, 208918, +
208926, 208963, +
208992, 209036, +
209037, 209074, +
209084, 209124, +
209131, 211495, +
211504, 211559, +
211584, 211662, +
211666, 211709, +
211713, 211859, +
211862, 211914, +
211942, 211984, +
212011, 212051, +
212075, 212214, +
212218, 212356, +
212367, 212424, +
212430, 212461, +
212465, 212526, +
212547, 212744, +
212766, 212806, +
212825, 212837, +
212854, 212895, +
212897, 213042, +
213045, 213068, +
213075, 213104, +
213106, 213152, +
213166, 213181, +
213187, 213227, +
213229, 215695, +
215699, 215757, +
215765, 215812, +
215822, 215863, +
215866, 215880, +
215885, 215925, +
215928, 216054, +
216068, 216121, +
216134, 216168, +
216180, 216247, +
216256, 216303, +
216311, 216942, +
216950, 216970, +
216971, 217001, +
217004, 217048, +
217054, 217111, +
217120, 217135, +
217143, 217187, +
217192, 217239, +
217262, 217374, +
217381, 217587, +
217617, 218403, +
218420, 218442, +
218455, 218505, +
218513, 218572, +
218580, 218633, +
218640, 218660, +
218663, 218689, +
218691, 218753, +
218764, 218792, +
218797, 218834, +
218839, 218874, +
218884, 218919, +
218934, 218951, +
218959, 219030, +
219042, 219282, +
219293, 219332, +
219336, 219607, +
219617, 219658, +
219683, 220344, +
220353, 220545, +
220547, 220592, +
220594, 221798, +
221812, 221938, +
221949, 222033, +
222035, 222093, +
222096, 222112, +
222119, 222150, +
222201, 222220, +
222221, 222305, +
222332, 222376, +
222411, 222633, +
222635, 222805, +
222809, 222820, +
222822, 222844, +
222849, 222871, +
222879, 222924, +
222951, 222989, +
223017, 223060, +
223064, 223091, +
223095, 223119, +
223125, 223157, +
223165, 223201, +
223207, 223240, +
223246, 223273, +
223302, 223322, +
223336, 223759, +
223767, 224056, +
224061, 224134, +
224141, 224191, +
224194, 224230, +
224232, 224317, +
224323, 224380, +
224385, 224410, +
224418, 224471, +
224495, 224512, +
224533, 224585, +
224590, 224642, +
224649, 224675, +
224705, 224772, +
224774, 225069, +
225071, 225768, +
225771, 225834, +
225845, 225970, +
225974, 226025, +
226035, 226065, +
226090, 226110, +
226121, 226161, +
226221, 226263, +
226278, 226308, +
226323, 226377, +
226389, 226402, +
226409, 226442, +
226456, 226483, +
226490, 226516, +
226520, 226691, +
226699, 226737, +
226742, 226794, +
226808, 226952, +
226955, 226986, +
226994, 227054, +
227060, 227082, +
227110, 227139, +
227159, 227186, +
227190, 227210, +
227217, 227294, +
227316, 227343, +
227363, 227411, +
227417, 227457, +
227463, 227488, +
227494, 227580, +
227582, 227634, +
227642, 227662, +
227665, 227691, +
227693, 227802, +
227824, 227862, +
227864, 227891, +
227901, 227951, +
227955, 229316, +
229321, 229354, +
229398, 230382, +
230395, 230430, +
230483, 230660, +
230664, 230684, +
230685, 230729, +
230733, 230786, +
230790, 231863, +
231868, 231950, +
231955, 231965, +
231987, 232016, +
232018, 232054, +
232067, 232097, +
232099, 232139, +
232143, 232358, +
232374, 232407, +
232444, 232474, +
232494, 232610, +
232622, 232652, +
232661, 232774, +
232797, 232855, +
232871, 233114, +
233124, 233197, +
233200, 233260, +
233266, 233305, +
233313, 233346, +
233363, 233932, +
234003, 234033, +
234056, 234115, +
234143, 234174, +
234195, 234215, +
234222, 234253, +
234255, 234268, +
234285, 234317, +
234321, 234359, +
234392, 234474, +
234485, 234639, +
234646, 234676, +
234690, 234760, +
234761, 234816, +
234837, 234868, +
234869, 234903, +
234924, 234943, +
234957, 235066, +
235074, 235097, +
235113, 236493, +
236496, 236560, +
236561, 236609, +
236621, 236656, +
236676, 236718, +
236726, 237421, +
237430, 237470, +
237472, 237503, +
237519, 237611, +
237616, 237645, +
237652, 237701, +
237706, 237726, +
237730, 237749, +
237763, 237815, +
237828, 238088, +
238096, 238126, +
238131, 238166, +
238172, 238220, +
238221, 238259, +
238291, 238321, +
238331, 238362, +
238364, 238377, +
238381, 238443, +
238463, 238556, +
238599, 238612, +
238631, 238668, +
238679, 238728, +
238734, 238766, +
238778, 238797, +
238824, 238876, +
238882, 239075, +
239077, 239410, +
239414, 239454, +
239495, 239512, +
239536, 239830, +
239844, 239978, +
239982, 240038, +
240050, 240292, +
240309, 240325, +
240366, 240391, +
240401, 240466, +
240474, 240498, +
240521, 240556, +
240582, 240636, +
240642, 240688, +
240690, 240738, +
240750, 240787, +
240792, 240876, +
240891, 240947, +
240950, 240964, +
240971, 241072, +
241073, 241412, +
241420, 241440, +
241441, 241581, +
241582, 241628, +
241639, 241661, +
241664, 241697, +
241720, 241752, +
241756, 243123, +
243137, 264350, +
264353, 264377, +
264419, 264545, +
264549, 264591, +
264606, 264657, +
264669, 265033, +
265056, 265093, +
265109, 265271, +
265285, 265311, +
265338, 265387, +
265398, 265465, +
265470, 265546, +
265551, 265612, +
265631, 265925, +
265929, 265943, +
265944, 266121, +
266127, 266137, +
266147, 266212, +
266217, 266268, +
266273, 266311, +
266323, 266368, +
266381, 266422, +
266430, 266491, +
266499, 266566, +
266575, 266620, +
266640, 266658, +
266685, 266820, +
266867, 267161, +
267164, 267209, +
267216, 267238, +
267246, 267290, +
267300, 267358, +
267363, 267382, +
267402, 267464, +
267467, 267493, +
267500, 267565, +
267570, 267868, +
267898, 267945, +
267946, 267958, +
267965, 267987, +
268007, 268020, +
268053, 268079, +
268082, 268103, +
268108, 268158, +
268179, 268218, +
268219, 268245, +
268247, 268304, +
268316, 268710, +
268719, 306741, +
306749, 306820, +
306835, 306914, +
306932, 306964, +
306980, 307005, +
307028, 307168, +
307176, 307217, +
307230, 307292, +
307298, 307349, +
307370, 307427, +
307436, 307478, +
307481, 307502, +
307508, 307589, +
307594, 307624, +
307640, 307890, +
307901, 307927, +
307935, 308004, +
308012, 308053, +
308059, 308072, +
308083, 308137, +
308153, 308309, +
308312, 308326, +
308328, 308341, +
308342, 308381, +
308385, 308397, +
308398, 308435, +
308441, 308526, +
308532, 308547, +
308554, 309025, +
309026, 309036, +
309042, 309063, +
309083, 309099, +
309103, 309150, +
309190, 309204, +
309215, 309240, +
309242, 309258, +
309263, 309285, +
309302, 309335, +
309338, 309361, +
309371, 309390, +
309401, 309456, +
309471, 309517, +
309518, 309686, +
309688, 309723, +
309753, 309781, +
309789, 309815, +
309840, 310078, +
310098, 310115, +
310127, 310138, +
310140, 310202, +
310204, 310266, +
310270, 310321, +
310337, 310619, +
310623, 310649, +
310673, 310717, +
310730, 310751, +
310757, 310816, +
310854, 310896, +
310899, 311247, +
311248, 311291, +
311295, 311333, +
311347, 311388, +
311407, 311477, +
311480, 311512, +
311531, 311613, +
311616, 311634, +
311652, 311882, +
311893, 312238, +
312291, 317580, +
317604, 317655, +
317668, 317700, +
317711, 317892, +
317897, 317943, +
317948, 318018, +
318026, 318075, +
318101, 318115, +
318134, 318918, +
318923, 318960, +
318979, 319002, +
319012, 319072, +
319076, 319110, +
319118, 319372, +
319375, 319413, +
319422, 319457, +
319475, 319506, +
319507, 319538, +
319546, 319596, +
319600, 319664, +
319691, 319706, +
319721, 319744, +
319759, 319803, +
319856, 319926, +
319933, 319962, +
319964, 319992, +
319997, 320019, +
320022, 320045, +
320048, 320147, +
320155, 320199, +
320209, 320244, +
320251, 320573, +
320599, 320743, +
320758, 320831, +
320844, 320870, +
320887, 321208, +
321224, 321265, +
321318, 321382, +
321387, 321583, +
321600, 321635, +
321636, 321683, +
321692, 321718, +
321738, 321775, +
321780, 321803, +
321808, 321835, +
321858, 321876, +
321882, 322140, +
322150, 322235, +
322240, 322265, +
322280, 322296, +
322305, 322331, +
322332, 322350, +
322353, 322415, +
322420, 322452, +
322461, 322484, +
322485, 322519, +
322525, 322562, +
322564, 322919, +
322922, 322980, +
322988, 323386, +
323391, 323413, +
323421, 323477, +
323494, 323543, +
323554, 323582, +
323584, 323618, +
323634, 323672, +
323673, 323699, +
323704, 323727, +
323737, 323895, +
323898, 323933, +
323937, 323964, +
323973, 324126, +
324135, 324159, +
324180, 324230, +
324232, 324279, +
324282, 324320, +
324353, 324386, +
324391, 324422, +
324448, 324900, +
324903, 324955, +
324956, 324971, +
325005, 325038, +
325046, 325104, +
325114, 325387, +
325418, 325738, +
325751, 335946, +
335954, 335993, +
336009, 336036, +
336041, 336066, +
336068, 336129, +
336133, 336162, +
336179, 336210, +
336218, 336355, +
336356, 336417, +
336418, 336456, +
336465, 336501, +
336502, 336682, +
336704, 336780, +
336806, 336882, +
336899, 336933, +
336940, 337611, +
337615, 337678, +
337679, 337740, +
337742, 338293, +
338300, 338346, +
338354, 338379, +
338399, 338442, +
338444, 338487, +
338489, 338520, +
338528, 338562, +
338570, 338634, +
338642, 338700, +
338705, 346292, +
346303, 346337, +
346339, 346368, +
346369, 346394, +
346396, 346549, +
346569, 346625, +
346627, 346664, +
346680, 346858, +
346867, 346904, +
346912, 346967, +
346985, 347039, +
347042, 347085, +
347140, 347180, +
347183, 347222, +
347236, 347283, +
347287, 347322, +
347329, 347385, +
347419, 347468, +
347485, 347546, +
347583, 347631, +
347635, 347676, +
347680, 347936, +
347949, 348003, +
348004, 348022, +
348027, 348049, +
348063, 348098, +
348101, 348123, +
348134, 348222, +
348224, 348248, +
348263, 348340, +
348348, 348491, +
348502, 348556, +
348559, 348591, +
348639, 349138, +
349141, 349172, +
349175, 349352, +
349364, 349782, +
349794, 349917, +
349923, 350084, +
350090, 351269, +
351273, 351315, +
351319, 351396, +
351401, 351507, +
351514, 351561, +
351572, 351593, +
351601, 351627, +
351629, 351657, +
351658, 351885, +
351893, 352223, +
352234, 352339, +
352355, 352389, +
352396, 352422, +
352427, 352477, +
352482, 352539, +
352556, 352594, +
352599, 352620, +
352624, 352664, +
352675, 352699, +
352700, 352739, +
352742, 352764, +
352765, 352814, +
352829, 352860, +
352864, 352925, +
352980, 353013, +
353068, 353128, +
353135, 353191, +
353202, 353225, +
353230, 353272, +
353281, 353314, +
353323, 353359, +
353368, 353433, +
353444, 353985, +
354000, 354036, +
354038, 354149, +
354152, 354166, +
354174, 354204, +
354210, 354235, +
354249, 354268, +
354286, 354319, +
354339, 354355, +
354366, 354487, +
354524, 354546, +
354547, 354564, +
354568, 354682, +
354693, 354752, +
354753, 354771, +
354786, 355548, +
355550, 355596, +
355598, 355657, +
355662, 355680, +
355682, 355716, +
355719, 355755, +
355760, 355828, +
355867, 355995, +
355999, 356035, +
356039, 356149, +
356155, 356204, +
356213, 356278, +
356282, 356617, +
356635, 356668, +
356670, 356690, +
356692, 356744, +
356771, 357002, +
357004, 357045, +
357052, 357084, +
357087, 357124, +
357156, 357187, +
357198, 358008, +
358014, 358177, +
358194, 358242, +
358245, 358287, +
358291, 358328, +
358332, 358360, +
358365, 358406, +
358415, 358526, +
358532, 358587, +
358593, 358654, +
358665, 358697, +
358704, 358756, +
358761, 358786, +
358802, 358837, +
358874, 359052, +
359058, 359093, +
359097, 359133, +
359149, 359216, +
359220, 359248, +
359252, 359282, +
359317, 359600, +
359604, 394807, +
394823, 394896, +
394915, 394927, +
394931, 395133, +
395137, 395176, +
395180, 395323, +
395335, 395369, +
395386, 395445, +
395450, 395509, +
395519, 395536, +
395544, 395569, +
395577, 395606, +
395623, 395642, +
395643, 395850, +
395854, 395880, +
395883, 396002, +
396009, 396056, +
396063, 396089, +
396113, 396175, +
396189, 396226, +
396230, 396345, +
396352, 397727, +
397731, 397760, +
397765, 397791, +
397801, 397813, +
397818, 397835, +
397858, 397889, +
397900, 397940, +
397945, 397959, +
398014, 398371, +
398379, 398501, +
398510, 398536, +
398556, 398584, +
398589, 398620, +
398629, 398649, +
398664, 398792, +
398835, 398871, +
398897, 398922, +
398934, 398964, +
398969, 398995, +
399000, 399040, +
399042, 399085, +
399099, 399126, +
399128, 399168, +
399208, 400187, +
400203, 400251, +
400259, 400343, +
400344, 400376, +
400377, 400486, +
400499, 400532, +
400540, 400609, +
400611, 400644, +
400659, 400678, +
400692, 400722, +
400728, 400760, +
400761, 400793, +
400803, 400849, +
400896, 400915, +
400917, 400950, +
400965, 400984, +
400992, 401020, +
401032, 401050, +
401071, 401289, +
401337, 401358, +
401380, 401471, +
401473, 401547, +
401567, 401785, +
401793, 401834, +
401852, 401997, +
402004, 402080, +
402081, 402144, +
402149, 402194, +
402211, 402247, +
402255, 402498, +
402514, 402622, +
402634, 402816, +
402824, 402940, +
402957, 402992, +
403001, 403033, +
403039, 403083, +
403099, 403116, +
403123, 403165, +
403178, 403214, +
403245, 403264, +
403274, 403291, +
403295, 403312, +
403322, 403387, +
403394, 403425, +
403430, 403446, +
403451, 403528, +
403532, 403552, +
403559, 403585, +
403589, 403612, +
403613, 403650, +
403653, 403727, +
403730, 403783, +
403790, 403806, +
403811, 403880, +
403909, 403924, +
403931, 403950, +
403968, 404008, +
404014, 404047, +
404086, 404455, +
404486, 404526, +
404533, 404564, +
404587, 404652, +
404660, 404725, +
404742, 404798, +
404804, 404840, +
404846, 405034, +
405051, 405082, +
405096, 405143, +
405149, 405210, +
405227, 405244, +
405274, 405299, +
405325, 405407, +
405427, 409079, +
409098, 409154, +
409168, 409191, +
409192, 409231, +
409244, 409263, +
409280, 409938, +
